,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
153,-0.2732,0.149,0.851,0.0,03-16-2018 06:03:04,Questions raised over construction of pedestrian bridge that collapsed at FIU https://t.co/fwIH71fnFb https://t.co/Sh9TMahQGw,53,@CBSNews
154,0.0,0.0,1.0,0.0,03-16-2018 01:12:35,"""After 12 years of marriage, we have decided to go our separate ways."" Donald Trump Jr. and his wife, Vanessa, are… https://t.co/1q1BPnGCpS",54,@CBSNews
155,-0.25,0.1,0.9,0.0,03-15-2018 22:30:01,"In interview with The Hollywood Reporter, former ESPN president John Skipper says he resigned because someone he bo… https://t.co/ZbBSL0tHtQ",55,@CBSNews
156,0.0,0.0,1.0,0.0,03-15-2018 19:24:01,"“[The bridge] opened just less than a week ago. 174 feet at its main span, 950 tons. We also learned from a press r… https://t.co/I22lR8jZMn",56,@CBSNews
157,0.0,0.0,1.0,0.0,03-15-2018 16:19:45,WATCH: Irish Prime Minister Leo Varadkar speaks at St. Patrick's Day luncheon hosted by House Speaker Paul Ryan… https://t.co/F0YNu7bsEy,57,@CBSNews
158,0.0,0.0,1.0,0.0,03-15-2018 12:43:20,RT @CBSThisMorning: Could you give up technology for a whole day?  https://t.co/KmanCOqnuf,58,@CBSNews
159,-0.2732,0.18,0.691,0.129,03-15-2018 11:34:30,A Texas district attorney is investigating the death of a puppy on a United Airlines flight as a possible criminal… https://t.co/GSBqugj3kX,59,@CBSNews
160,-0.7579,0.349,0.651,0.0,03-15-2018 10:20:01,Is President Trump reluctant to blame Russia for attack on an ex-spy in the U.K.? https://t.co/nMVMNE4OCS https://t.co/JgndByz5ms,60,@CBSNews
161,0.0,0.0,1.0,0.0,03-15-2018 06:18:07,Ford recalls 1.4 million cars because of steering wheel https://t.co/vheTIJ2L3R https://t.co/pfccTfevfm,61,@CBSNews
162,-0.4588,0.155,0.776,0.069,03-15-2018 02:13:28,"UPDATE: Both aviators on fighter jet that crashed near naval base in Key West, Florida have died, according to… https://t.co/fx4pzbEI7U",62,@CBSNews
163,-0.7579,0.245,0.755,0.0,03-14-2018 21:25:01,"The World Bank and the U.N. are sounding the alarm over a global water crisis, saying in a joint report that 40 per… https://t.co/6DXnYBUG8t",63,@CBSNews
164,0.2263,0.0,0.881,0.119,03-14-2018 17:15:01,"$100,000 worth of jewelry found in nearly 10 tons of trash at a landfill https://t.co/sNUCxsw6UJ https://t.co/0LKzt4oLH6",64,@CBSNews
165,0.0,0.0,1.0,0.0,03-14-2018 14:20:18,"A crowd of students has been outside of the White House for more than an hour, @MajorCBS reports, but President Tru… https://t.co/jNby0Mwhox",65,@CBSNews
166,-0.8316,0.355,0.645,0.0,03-14-2018 12:38:15,Wednesday's school walkout calls attention to the issue of gun violence. @CBSThisMorning is looking at how the safe… https://t.co/jYvb4DeIPv,66,@CBSNews
167,-0.6369,0.244,0.649,0.107,03-14-2018 11:18:55,RT @CBSThisMorning: Fun fact: Stephen Hawking was born on the 300th anniversary of the death of Galileo and died on Albert Einstein's birth…,67,@CBSNews
168,0.0,0.0,1.0,0.0,03-14-2018 08:33:03,Rex Tillerson's ouster: How it unfolded https://t.co/6SSCHt9IMr https://t.co/SJ2NolgJXC,68,@CBSNews
169,0.6808,0.0,0.742,0.258,03-14-2018 04:00:05,"""This race is too close to call and we’re ready to ensure that every legal vote is counted,"" NRCC releases statemen… https://t.co/Y5Jb9mXWIy",69,@CBSNews
170,0.0,0.0,1.0,0.0,03-14-2018 01:32:01,"The results in the #PA18 race are tightening, as Republican areas fill in and Saccone edges closer to Lamb. 

""It r… https://t.co/j541wTvzZm",70,@CBSNews
171,0.0,0.0,1.0,0.0,03-13-2018 22:40:38,"Michael Morell, former deputy director of the CIA, discusses the president's choice, Gina Haspel, to lead the Centr… https://t.co/tFBw68SkZM",71,@CBSNews
172,0.0,0.0,1.0,0.0,03-13-2018 19:40:01,More than six in 10 Americans are at least somewhat concerned about potential Russian interference in the 2018 elec… https://t.co/W0JUbC9m8v,72,@CBSNews
173,-0.5574,0.159,0.841,0.0,03-13-2018 16:26:49,"President Trump's personal assistant, John McEntee, has been fired by the White House and now hired by Trump's re-e… https://t.co/9H5Fc1F2rI",73,@CBSNews
174,0.5574,0.055,0.787,0.157,03-13-2018 13:17:01,"""The Secretary did not speak to the President and is unaware of the reason, but he is grateful for the opportunity… https://t.co/eoU3qcOc2j",74,@CBSNews
175,0.0,0.0,1.0,0.0,03-13-2018 12:00:02,A junior high biology teacher in Idaho is under investigation after reportedly feeding a puppy to a snapping turtle… https://t.co/BM5gu7yvOr,75,@CBSNews
176,-0.296,0.204,0.68,0.116,03-13-2018 10:27:42,"RT @CBSThisMorning: THIS MORNING:
🔜@LDamour explains why activism could be good for kids
🔜@mellodyhobson warns about new tax scam
🔜@Isikoff…",76,@CBSNews
177,0.6124,0.0,0.688,0.312,03-13-2018 06:44:04,U.S. defense chief: Taliban may be edging toward Afghan peace talks https://t.co/oCmBTvrrgp https://t.co/proDgscbzC,77,@CBSNews
178,-0.1027,0.146,0.728,0.126,03-13-2018 01:20:01,"In what appears to be a stunning and heartbreaking coincidence, another fertility clinic said Monday its equipment… https://t.co/aCZ0K4Noul",78,@CBSNews
179,0.0516,0.098,0.794,0.107,03-12-2018 21:30:01,Black men reduced one of their biggest medical risks through a novel project: examining how a visit to the barbersh… https://t.co/zBSZ0MdqKE,79,@CBSNews
180,-0.7964,0.283,0.717,0.0,03-12-2018 19:15:02,"Pilot tells police what caused crash that sent New York City helicopter plunging into East River, killing five pass… https://t.co/C60MBUQ8BU",80,@CBSNews
181,0.4588,0.0,0.812,0.188,03-12-2018 16:35:02,Waffle House waitress gets $16K scholarship after act of kindness goes viral https://t.co/K8VVPig9E8 https://t.co/INj3zrpzMb,81,@CBSNews
182,0.3612,0.0,0.878,0.122,03-12-2018 12:37:48,"Dramatic video captured by a snowboarded, reveals what it's like to be swept up in an avalanche. The snowboarder's… https://t.co/3e1MSQGSly",82,@CBSNews
183,0.0,0.0,1.0,0.0,03-12-2018 11:18:25,The third nor’easter in two weeks is expected hit New England on Tuesday. @LonnieQuinnTV has the forecast… https://t.co/k0wHSkkcui,83,@CBSNews
184,0.0,0.0,1.0,0.0,03-12-2018 08:33:04,"Jeff Sessions says prosecutors won't pursue ""small marijuana cases"" https://t.co/qXok74Zj0Q https://t.co/knhWR84cRr",84,@CBSNews
185,-0.3182,0.173,0.827,0.0,03-12-2018 04:03:04,"Dwyane Wade dedicates art exhibit to ""Parkland 17"" shooting victims https://t.co/yheL3iX2Kh https://t.co/r5nDsYk5Ny",85,@CBSNews
186,0.0,0.0,1.0,0.0,03-11-2018 22:55:01,"Coming up on #60Minutes, @LesleyRStahl reports on how some of the most cutting-edge biotechnology is happening in a… https://t.co/W3wo3FRpq8",86,@CBSNews
187,0.0,0.0,1.0,0.0,03-11-2018 16:35:25,"CIA's Pompeo on North Korea talks: ""This administration has its eyes wide open"" (via @FaceTheNation)… https://t.co/99ZiRNlFPR",87,@CBSNews
188,-0.2263,0.19,0.675,0.135,03-11-2018 10:48:04,Man arrested after Amber Alert leads to discovery of child's body https://t.co/vo0dwa9b3s https://t.co/w3qreuvfxw,88,@CBSNews
189,-0.296,0.29,0.538,0.172,03-11-2018 05:48:03,Hospital may lose Medicare contract after 5 newborns injured in intensive care https://t.co/7TzAAFKI6a https://t.co/2xymKZ6MPu,89,@CBSNews
190,-0.1695,0.122,0.878,0.0,03-11-2018 02:18:07,"Lisa Bonet says she's ""not surprised"" by allegations against Bill Cosby https://t.co/Qj59DYSkGD https://t.co/t5JGWFnEpU",90,@CBSNews
191,0.0,0.0,1.0,0.0,03-10-2018 22:20:39,“The explanation of a robbery -- from my perspective -- didn’t sound right.” https://t.co/V1qfGN1XLc https://t.co/69TnoiDNWf,91,@CBSNews
192,-0.4767,0.193,0.807,0.0,03-10-2018 15:40:01,Figure skating coach Richard Callaghan suspended for allegations of sexual misconduct from 1999:… https://t.co/3yRWc4EVvt,92,@CBSNews
193,0.0,0.0,1.0,0.0,03-10-2018 10:48:04,Former Ohio candidate marred by traffic case will now judge other traffic cases https://t.co/Gz7ygiiPs8 https://t.co/IVM2qUs6rv,93,@CBSNews
194,-0.875,0.455,0.545,0.0,03-10-2018 05:48:03,"Woman who pleaded guilty in crash that killed man, unborn baby speaks out https://t.co/8HSoiwo9ab https://t.co/L4mbf4A1f2",94,@CBSNews
195,-0.5267,0.206,0.794,0.0,03-10-2018 01:20:01,"How ""Pharma Bro"" Martin Shkreli, sentenced Friday to seven years in prison, changed the conversation on drug prices… https://t.co/Q7ZTX3fP0G",95,@CBSNews
196,-0.128,0.115,0.793,0.093,03-09-2018 21:20:01,"After shock Thursday night announcement that Pres. Trump has agreed to meet with Kim Jong Un, lawmakers on Capitol… https://t.co/eWbwvnDLsf",96,@CBSNews
197,-0.6369,0.245,0.755,0.0,03-09-2018 18:00:02,The neighbor accused of attacking Sen. Rand Paul outside his Kentucky home is appearing in court Friday:… https://t.co/kNMUhyXqUW,97,@CBSNews
198,0.0,0.0,1.0,0.0,03-09-2018 13:44:00,"NEW: The U.S. added 313,000 jobs in February, while the jobless rate held at 4.1%",98,@CBSNews
199,-0.0424,0.08,0.848,0.072,03-09-2018 12:23:46,"RT @CBSThisMorning: ""It is not without significant risk: Both men are unpredictable and have little diplomatic experience."" -- @FaceTheNati…",99,@CBSNews
200,-0.2732,0.084,0.916,0.0,03-24-2018 05:31:07,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/0FtKh7imuD,0,@CNN
201,-0.2732,0.1,0.9,0.0,03-24-2018 02:30:18,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,1,@CNN
202,0.4019,0.0,0.821,0.179,03-24-2018 00:37:13,"“Still trying to get back to normal, whatever that is.” Samantha Grady and Parkland survivors share exclusive video… https://t.co/AFrFHftZcC",2,@CNN
203,0.4019,0.0,0.829,0.171,03-23-2018 22:41:07,“Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video d… https://t.co/hQwUCCj8YG,3,@CNN
204,-0.802,0.275,0.725,0.0,03-23-2018 19:50:35,"At least 13 people were killed and 35 others were injured Friday night in a car bombing in southern Afghanistan, a… https://t.co/8EZYFIRuUW",4,@CNN
205,-0.2263,0.119,0.881,0.0,03-23-2018 16:58:15,"""Sometimes I forget that we are the high schoolers here."" - Parkland student Cameron Kasky #ParklandDiaries… https://t.co/48msWThvbS",5,@CNN
206,0.1027,0.089,0.804,0.107,03-23-2018 13:50:19,National security adviser H.R. McMaster has resigned and will be replaced by former US ambassador and Fox News anal… https://t.co/xstExILyV1,6,@CNN
207,0.0,0.0,1.0,0.0,03-23-2018 10:48:40,"Ex-Playboy model Karen McDougal on her alleged affair with Trump:

• Claims they were together ""many dozens of time… https://t.co/LtlE5OxYH6",7,@CNN
208,0.0,0.0,1.0,0.0,03-23-2018 06:31:04,"When students of Marjory Stoneman Douglas return to class after spring break next week, they'll be required to carr… https://t.co/S4LrToOGdK",8,@CNN
209,0.34,0.0,0.87,0.13,03-23-2018 02:31:02,"""Thursday's announcement about Fox commentator turned National Security Adviser John Bolton is just the latest exam… https://t.co/WX2vNV3WqH",9,@CNN
210,0.2023,0.0,0.886,0.114,03-22-2018 23:51:06,"Chris Evans is probably done playing Captain America after the fourth ""Avengers"" movie https://t.co/RyPbPmxU53 https://t.co/sVFYdBITaK",10,@CNN
211,0.5106,0.0,0.852,0.148,03-22-2018 22:06:04,Nigerian President Muhammadu Buhari has vowed to free the only Dapchi schoolgirl believed to still be in Boko Haram… https://t.co/6Eanm2ZsfR,11,@CNN
212,0.0,0.0,1.0,0.0,03-22-2018 20:31:37,"Asked what advice he would give to his 25-year-old self, President Trump had this to say: ""Don't run for president.… https://t.co/fVJP2bDGRU",12,@CNN
213,0.5574,0.0,0.805,0.195,03-22-2018 17:50:09,"Taylor Swift has sold more than 2 million copies of ""Reputation"" -- making it the first album to accomplish that fe… https://t.co/1nRUa7GjT1",13,@CNN
214,0.2755,0.0,0.905,0.095,03-22-2018 15:10:00,This robotic fish is designed to swim near real aquatic creatures and spy on them without raising suspicions or dis… https://t.co/UJpoGwMajm,14,@CNN
215,0.6808,0.0,0.68,0.32,03-22-2018 12:49:23,Starbucks is launching a $10 million grant challenge to solicit designs for a cup that's easier to recycle… https://t.co/aDzLNOZkuY,15,@CNN
216,0.5719,0.0,0.837,0.163,03-22-2018 09:39:51,"Facebook CEO Mark Zuckerberg says he is ""happy to"" testify before Congress ""if it's the right thing to do""… https://t.co/0zTseHT5zA",16,@CNN
217,0.0,0.0,1.0,0.0,03-22-2018 05:31:06,"Barack and Michelle Obama penned a letter to the students of Parkland, Florida, telling them that their efforts in… https://t.co/ul0x2CHNif",17,@CNN
218,0.3182,0.0,0.897,0.103,03-22-2018 01:47:36,"Facebook CEO Mark Zuckerberg says he is ""sure someone's trying"" to use Facebook to meddle with the US midterm elect… https://t.co/CKJ2quQ60O",18,@CNN
219,0.6705,0.0,0.732,0.268,03-22-2018 00:05:05,President Trump's attorney plans to appeal a New York Supreme Court judge's decision to allow a defamation lawsuit… https://t.co/FSDeQ9Elv0,19,@CNN
220,-0.7579,0.265,0.735,0.0,03-21-2018 22:38:14,"A test driver was behind the wheel of a self-driving Uber vehicle when it struck and killed a woman in Tempe, Arizo… https://t.co/fQpOQCXFQ2",20,@CNN
221,-0.296,0.115,0.885,0.0,03-21-2018 20:39:23,"A costume department employee who worked on the now-canceled Fox series ""The Grinder"" has accused actor Fred Savage… https://t.co/vmZrOSyZ4w",21,@CNN
222,0.0,0.0,1.0,0.0,03-21-2018 17:44:24,Two companies that provided hundreds of millions of dollars in loans to Jared Kushner's family's business are dispu… https://t.co/ZZE7rdR6Lb,22,@CNN
223,-0.2755,0.123,0.877,0.0,03-21-2018 14:30:37,"Sen. Marco Rubio slams White House leaks: ""If you don't like the guy, quit"" https://t.co/6yMRO1snIS https://t.co/chXWHObrSs",23,@CNN
224,-0.3612,0.171,0.829,0.0,03-21-2018 11:07:46,"Republican Sen. Jeff Flake, an outspoken critic of President Trump, warns of impeachment if the President fires spe… https://t.co/JLbLBtxPAK",24,@CNN
225,0.0,0.0,1.0,0.0,03-21-2018 08:18:07,The first polar bear cub to be born in the UK in a quarter of a century will take its first steps in public Wednesd… https://t.co/9RPQEP8Zhe,25,@CNN
226,-0.5423,0.143,0.857,0.0,03-21-2018 05:31:06,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/A6pQCypa4j,26,@CNN
227,0.0,0.0,1.0,0.0,03-21-2018 02:36:04,Ohio might soon have an official state dog. 12 other states already do: https://t.co/NplMFp1JwG https://t.co/d8rmMibvDj,27,@CNN
228,0.2235,0.0,0.894,0.106,03-21-2018 00:13:17,US President Trump congratulated Russian President Vladimir Putin on his re-election despite the warnings from mult… https://t.co/95jqmjFqpa,28,@CNN
229,0.0,0.0,1.0,0.0,03-20-2018 22:52:04,"There has been, on average, 1 school shooting every week this year https://t.co/W62G8EARHM https://t.co/y8sw1ljKWr",29,@CNN
230,0.7096,0.0,0.731,0.269,03-20-2018 21:20:45,Rep. Eric Swalwell on President Trump congratulating Vladimir Putin for winning the Russian election: It’s like con… https://t.co/C5r2z0dwu1,30,@CNN
231,0.0,0.0,1.0,0.0,03-20-2018 19:23:46,"RT @CNNnewsroom: ""We're talking about someone that has experience with these devices, and has...maybe, a scientific mind"" - Former FBI Spec…",31,@CNN
232,0.5574,0.0,0.723,0.277,03-20-2018 17:50:06,Donald Trump is done playing nice with Bob Mueller | Analysis by @CillizzaCNN https://t.co/fWTuChI6rG https://t.co/jBQ2qUMvD1,32,@CNN
233,0.0,0.0,1.0,0.0,03-20-2018 15:18:24,"Police chief: A package exploded while traveling along an automated conveyor belt at the Schertz, Texas, FedEx faci… https://t.co/MiztO7K2Tc",33,@CNN
234,-0.1027,0.14,0.736,0.124,03-20-2018 11:53:06,"The world's last male northern white rhino has died, leaving only two females left to save the subspecies from exti… https://t.co/xDwFSk3ndr",34,@CNN
235,0.0,0.0,1.0,0.0,03-20-2018 06:44:27,Correction: This story has been updated to clarify that Sudan was a northern white rhino. https://t.co/sxb8eAeKcT https://t.co/3IAFpojlJK,35,@CNN
236,0.0,0.0,1.0,0.0,03-20-2018 03:59:53,"Ballerina Misty Copeland made history in 2015, becoming the first principal dancer for American Ballet Theatre. We’… https://t.co/kuuodA3nas",36,@CNN
237,-0.7699,0.288,0.712,0.0,03-20-2018 01:41:06,The NTSB wants the FAA to ban commercial flights' use of harness systems that don't allow for easy release during e… https://t.co/W2wiBEX3Vd,37,@CNN
238,-0.1548,0.172,0.72,0.108,03-19-2018 23:47:02,"RT @TheLeadCNN: The special counsel’s investigation is hardly a witch hunt. It has:
➡️ Yielded charges against 19 people and 3 companies, s…",38,@CNN
239,0.1761,0.128,0.717,0.155,03-19-2018 22:18:00,"RT @TheLeadCNN: Austin, Texas authorities say the 4th bomb that went off overnight is the most sophisticated yet https://t.co/uqdA06osou ht…",39,@CNN
240,0.0,0.0,1.0,0.0,03-19-2018 20:09:49,"RT @CNNnewsroom: ""Donald Trump's tweets contain multitudes and usually multitudes of things that aren't accurate"" - CNN's Chris Cillizza re…",40,@CNN
241,0.2263,0.0,0.905,0.095,03-19-2018 18:20:05,"Mark Zuckerberg's net worth dropped $5 billion following news that data firm Cambridge Analytica, which had ties to… https://t.co/9AD7ms4uAi",41,@CNN
242,0.4019,0.0,0.881,0.119,03-19-2018 15:18:36,Austin Police Chief Brian Manley: “We are clearly dealing with what we expect to be a serial bomber at this point”… https://t.co/RcMekTIQzv,42,@CNN
243,0.1027,0.1,0.783,0.117,03-19-2018 13:05:12,Miami Heat star @DwyaneWade on his efforts to support Florida school shooting victims and survivors: “I do more tha… https://t.co/IRUNOQh5MC,43,@CNN
244,0.0,0.0,1.0,0.0,03-19-2018 10:18:23,A helicopter carrying Ivanka Trump and Jared Kushner had to return to an airport in Washington on Thursday after on… https://t.co/vPOMLCFXoN,44,@CNN
245,0.0,0.0,1.0,0.0,03-19-2018 06:11:01,A fourth winter storm in three weeks is expected to hit New England and the mid-Atlantic this week… https://t.co/9AI72gQHsR,45,@CNN
246,-0.2023,0.096,0.904,0.0,03-19-2018 02:37:03,"Facebook is looking into ties between one of its current employees and Cambridge Analytica, the controversial data… https://t.co/al9SJD85FR",46,@CNN
247,0.0,0.0,1.0,0.0,03-18-2018 23:30:17,University of Maryland-Baltimore County — hoops' historic Cinderella — is also scoring points on Twitter… https://t.co/cWGobVvQKo,47,@CNN
248,0.0,0.0,1.0,0.0,03-18-2018 18:45:05,Inside the Democrats' efforts to elect more Conor Lambs https://t.co/YGvihZU8E5 https://t.co/r6opUgLzEy,48,@CNN
249,-0.2732,0.084,0.916,0.0,03-18-2018 14:30:12,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/tV3TaO8g4i,49,@CNN
250,-0.6808,0.237,0.763,0.0,03-18-2018 08:00:12,Attorney General Jeff Sessions fired former FBI Deputy Director Andrew McCabe less than two days shy of McCabe's re… https://t.co/K0ogALuajv,50,@CNN
251,-0.7845,0.372,0.628,0.0,03-18-2018 00:21:15,"At least 14 people were injured, two seriously, when a deck collapsed Saturday in Savannah, Georgia, the fire depar… https://t.co/Q17hsgkkrG",51,@CNN
252,0.5574,0.0,0.69,0.31,03-17-2018 20:00:14,US Paralympian's remarkable journey from Ukraine orphanage https://t.co/cC0oAvuEgU https://t.co/cEI46sLghE,52,@CNN
253,-0.4404,0.172,0.828,0.0,03-17-2018 15:15:01,How Toys 'R' Us went from big kid on the block to bust https://t.co/XcnRNJMX9T https://t.co/IkUorzo91k,53,@CNN
254,-0.25,0.125,0.875,0.0,03-17-2018 08:01:03,"White supremacists are using banners to get their messages across, the ADL says https://t.co/pZA6tj3bnO https://t.co/Gtkmboz4C3",54,@CNN
255,0.296,0.102,0.748,0.15,03-17-2018 03:45:18,Did JFK win by losing in 1956? See how his DNC speech made him a star on #TheKennedys Sunday at 9p. https://t.co/Xo4AK8qk9v,55,@CNN
256,0.0,0.0,1.0,0.0,03-16-2018 23:58:45,"RT @OutFrontCNN: ""This is theatre ... it's not normal,"" says @AprilDRyan of President Trump's staff shake-up https://t.co/p3PGiOFOFT https:…",56,@CNN
257,0.0,0.0,1.0,0.0,03-16-2018 21:30:44,"The Vatican has removed Archbishop Anthony Apuron of Guam from office.

A news release did not specify exactly what… https://t.co/9VrEgLAj8P",57,@CNN
258,-0.743,0.289,0.711,0.0,03-16-2018 19:31:27,This officer missed the Florida bridge collapse by seconds as she stopped at a red light. When she realized what ha… https://t.co/Hulr6hhwUI,58,@CNN
259,0.6369,0.0,0.826,0.174,03-16-2018 17:10:12,"Bollywood star Irrfan Khan, best known in the US for roles in ""Life Of Pi,"" ""Slumdog Millionaire"" and ""The Amazing… https://t.co/0ZpFYZp0Ph",59,@CNN
260,-0.6369,0.215,0.785,0.0,03-16-2018 14:23:45,"President Trump accused Japan of using a ""bowling ball test"" to cheat US auto companies out of selling cars to Japa… https://t.co/g7fuNcbxuz",60,@CNN
261,-0.5267,0.152,0.848,0.0,03-16-2018 11:49:37,"Five women who say Bill Cosby sexually assaulted them will be allowed to testify in his retrial, a Pennsylvania jud… https://t.co/AuUalSxiiD",61,@CNN
262,0.0,0.0,1.0,0.0,03-16-2018 08:24:42,"""As of tonight, we've been approached by six separate women with similar stories to my client,"" said Stormy Daniels… https://t.co/KaP3DBjKX0",62,@CNN
263,0.015,0.142,0.712,0.146,03-16-2018 04:01:06,"No, Mr. President. The US doesn't have a trade deficit with Canada https://t.co/fxXwQ7ECNw https://t.co/LgtxS2KROI",63,@CNN
264,-0.25,0.213,0.656,0.131,03-16-2018 01:16:21,Trump friend Rob Astorino uses a 1978 baseball analogy to shrug off the staff shakeup in the President's administra… https://t.co/VT6Bjw8xGi,64,@CNN
265,-0.4215,0.141,0.859,0.0,03-15-2018 23:16:02,"47 more individuals have become ill with salmonella linked to products containing the Southeast Asian plant kratom,… https://t.co/PsK7qVp1Mx",65,@CNN
266,-0.3818,0.206,0.794,0.0,03-15-2018 21:57:07,"Drake and Ninja's ""Fortnite"" battle sets a new Twitch record https://t.co/T89O5W4Obh https://t.co/F8ZjgT6B4V",66,@CNN
267,-0.4939,0.186,0.814,0.0,03-15-2018 19:44:10,"Miami bridge collapse eyewitness Jonathan Munoz describes hearing a ""a large bang,"" and ""people screaming""… https://t.co/yDznzUvJKu",67,@CNN
268,-0.296,0.151,0.755,0.094,03-15-2018 16:40:12,Wells Fargo's CEO got a 36% raise after one of the darkest years in the bank's history https://t.co/Anc77P87Md https://t.co/jubKTAzIc1,68,@CNN
269,0.0,0.0,1.0,0.0,03-15-2018 13:30:11,"Embattled Veterans Affairs Secretary David Shulkin is expected to be on Capitol Hill on Thursday, as President Trum… https://t.co/apecs309cC",69,@CNN
270,0.0,0.0,1.0,0.0,03-15-2018 09:59:03,Unilever is ending nearly a century of residency in London and will use the Dutch city of Rotterdam as the location… https://t.co/COgS1vHnGo,70,@CNN
271,0.128,0.0,0.897,0.103,03-15-2018 07:00:24,Stormy Daniels is crowdfunding her legal fees in suit against President Trump https://t.co/1NMdxLxNpb https://t.co/EoJUOrVQfd,71,@CNN
272,-0.5423,0.247,0.648,0.105,03-15-2018 03:16:01,"A full-blown trade war would erase any economic benefits from the Republican tax cuts passed last year, according t… https://t.co/0gYdw8ECcK",72,@CNN
273,-0.6249,0.231,0.769,0.0,03-15-2018 02:14:15,An Ohio federal district court judge blocked legislation that would have banned abortion in cases where a fetus is… https://t.co/r0lN1gRW7c,73,@CNN
274,0.5719,0.0,0.711,0.289,03-14-2018 23:14:42,"Exclusive: Inside the US nuclear submarine challenging Russia in the Arctic, capable of launching a two-ton, 20-foo… https://t.co/FHjtkh9a26",74,@CNN
275,0.5719,0.0,0.837,0.163,03-14-2018 20:09:30,"President Trump's tapping of TV personality Larry Kudlow as his new economic adviser ""is a perfect kind of an appoi… https://t.co/KNADuLMgxv",75,@CNN
276,0.5318,0.0,0.826,0.174,03-14-2018 17:46:00,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/uut7kS4tmq",76,@CNN
277,-0.3182,0.103,0.897,0.0,03-14-2018 14:14:44,Parkland student on the nationwide school walkout: “It shows the impact that we’re making and it really shows us th… https://t.co/ELclCZ561D,77,@CNN
278,0.4767,0.0,0.807,0.193,03-14-2018 11:47:51,The House Intelligence Committee report on Russia doesn't change everything | Analysis by @CillizzaCNN… https://t.co/OeCg8Qc9Zj,78,@CNN
279,0.0,0.0,1.0,0.0,03-14-2018 08:11:47,Figures from the scientific community and beyond came together to mark the passing of famed physicist Stephen Hawki… https://t.co/EPL1oG1eQt,79,@CNN
280,0.0,0.0,1.0,0.0,03-14-2018 05:43:55,"Hawking was born in Oxford on what turned out to be an auspicious date: January 8, 1942 -- the 300th anniversary of… https://t.co/PN81nT8ZQY",80,@CNN
281,-0.2732,0.084,0.916,0.0,03-14-2018 03:16:05,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/dVNfGD7Jkd,81,@CNN
282,0.3472,0.08,0.77,0.149,03-14-2018 01:48:53,"Former Director of National Intelligence James Clapper says he's ""not surprised"" by the House Intel Committee concl… https://t.co/INeackln9A",82,@CNN
283,0.1027,0.088,0.808,0.104,03-14-2018 00:18:26,"RT @OutFrontCNN: ""When the Secretary of State speaks, the world must believe he speaks for the President. Clearly Tillerson had lost that c…",83,@CNN
284,0.0,0.0,1.0,0.0,03-13-2018 22:10:09,President Trump's CIA pick could face a bumpy confirmation. Several key Republican senators say Gina Haspel will ha… https://t.co/nGroCGimbD,84,@CNN
285,0.0,0.0,1.0,0.0,03-13-2018 19:44:08,"President Trump is in California, viewing eight prototypes for his long-promised border walls. Four are made of con… https://t.co/k0KlfcgKCW",85,@CNN
286,0.0772,0.14,0.702,0.158,03-13-2018 17:11:03,"These teachers in Ennis, Texas, are attending gun and active shooter training https://t.co/9PIhY9E9pl https://t.co/vsQZYpA8sd",86,@CNN
287,-0.4939,0.151,0.849,0.0,03-13-2018 14:23:02,"RT @CNNweather: The blizzard in Boston is a 'bomb cyclone.' 

Watch live -- https://t.co/q80AsGNM3o
Get the latest information -- https://t…",87,@CNN
288,0.3612,0.158,0.561,0.281,03-13-2018 12:45:37,"The father of Joaquin Oliver, who was killed in the Florida school shooting, created a powerful mural to honor his… https://t.co/x1bl5M4ebr",88,@CNN
289,0.0,0.0,1.0,0.0,03-13-2018 09:11:04,"A new purported military video of an unidentified aircraft has been made public, following the Pentagon's acknowled… https://t.co/BcNhibDhXm",89,@CNN
290,-0.5423,0.212,0.788,0.0,03-13-2018 05:08:03,Actress Lynda Carter recounts alleged harassment on 'Wonder Woman' TV show set https://t.co/7UIcBiXeZ6 https://t.co/l6QHsGwQtQ,90,@CNN
291,-0.5106,0.142,0.858,0.0,03-13-2018 03:13:16,US Secretary of State Rex Tillerson goes farther than the White House and condemns Russia for the nerve agent attac… https://t.co/9oYQY8tzoX,91,@CNN
292,0.0,0.0,1.0,0.0,03-13-2018 00:51:49,"A new purported military video of an unidentified aircraft has been made public, following the Pentagon's acknowled… https://t.co/lLyYpaOUc6",92,@CNN
293,0.3472,0.08,0.77,0.149,03-12-2018 22:39:19,"Former Director of National Intelligence James Clapper says he's ""not surprised"" by the House Intel Committee concl… https://t.co/7EGP36IlB5",93,@CNN
294,0.4215,0.062,0.796,0.142,03-12-2018 20:19:09,"As thousands of people attend the SXSW festival in Austin, Texas, police warn residents that three package blasts i… https://t.co/lPcdwyO1PD",94,@CNN
