,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
295,0.0,0.0,1.0,0.0,03-12-2018 18:30:10,Elizabeth Warren says she isn't running for president. Don't believe her. | Analysis by @CillizzaCNN… https://t.co/CczGyYXeIj,95,@CNN
296,-0.5719,0.217,0.783,0.0,03-12-2018 16:24:06,White House officials were alarmed by Betsy DeVos' struggle to answer basic questions about the nation's schools an… https://t.co/qlOyhVrSst,96,@CNN
297,0.296,0.0,0.885,0.115,03-12-2018 13:23:42,What's behind the stamina of Russian President Vladimir Putin? The 65-year-old is now contesting his fourth preside… https://t.co/lvcoPhMOMI,97,@CNN
298,0.5719,0.087,0.684,0.228,03-12-2018 10:30:06,"if we are to truly respect the sacrifice of the 3 Yountville victims who served the veteran community, we must help… https://t.co/5RCrG9jtxg",98,@CNN
299,-0.6486,0.212,0.788,0.0,03-12-2018 07:30:01,"A knife-wielding man was shot dead outside the Iranian ambassador's residence in Vienna on Sunday night, following… https://t.co/7OfvS1IVt8",99,@CNN
300,0.0,0.0,1.0,0.0,03-24-2018 05:34:00,".@mikepillsbury: ""I've known John Bolton since 1981. He's quite the insider."" https://t.co/UMPz2BK0Eo",0,@FoxNews
301,0.4215,0.0,0.843,0.157,03-24-2018 02:14:56,"Attorney General Jeff Sessions: Trump, DOJ taking steps to make Americans safer after school shootings https://t.co/DS6YTcDEzu",1,@FoxNews
302,0.0,0.0,1.0,0.0,03-23-2018 23:41:06,Kansas water park and ex-exec facing 'involuntary manslaughter' charge over boy's decapitation https://t.co/oVJwhlgBd6,2,@FoxNews
303,0.3182,0.0,0.777,0.223,03-23-2018 21:34:21,More veterans seek Trump's pardon for combat-zone convictions https://t.co/hCuRwRMOAW,3,@FoxNews
304,0.0,0.0,1.0,0.0,03-23-2018 18:49:53,".@ChrisStirewalt on spending bill negotiation: ""You know who never gets a vote? My kids and their kids and the kids… https://t.co/gmqpqWFMb6",4,@FoxNews
305,0.0,0.0,1.0,0.0,03-23-2018 17:33:21,".@POTUS: ""We have to get rid of the filibuster rule and go to 51 votes in the Senate."" https://t.co/hBoCFH93hz",5,@FoxNews
306,0.0,0.0,1.0,0.0,03-23-2018 16:36:18,"COMING UP at 1p ET - the @WhiteHouse Press Briefing - For full live coverage, tune in to Fox News Channel! https://t.co/PYQMR1PIeb",6,@FoxNews
307,0.0,0.0,1.0,0.0,03-23-2018 14:18:00,"""We were just at the right place at the right time. We went back to work and kept answering calls.""… https://t.co/aim7Vql7mF",7,@FoxNews
308,0.0258,0.113,0.769,0.118,03-23-2018 12:33:16,".@KyleKashuv: ""The issue isn't law-abiding citizens having a weapon. It's the agencies not... [making] sure that pe… https://t.co/6AgJUAiCr0",8,@FoxNews
309,0.2212,0.0,0.91,0.09,03-23-2018 11:00:01,"Michael Pillsbury on @foxandfriends: “In many ways, H.R. McMaster is smooth. John Bolton is more of a fighter and I… https://t.co/yA1Pxmmcj8",9,@FoxNews
310,0.0,0.0,1.0,0.0,03-23-2018 08:15:00,"At the Generation Next forum Thursday, President @realDonaldTrump slammed his presidential predecessors for their f… https://t.co/HgQoGvIHya",10,@FoxNews
311,0.6597,0.0,0.748,0.252,03-23-2018 04:15:00,Tennessee public schools might be required to display 'In God We Trust' motto for all to see https://t.co/P8z2w5tYqi,11,@FoxNews
312,-0.7003,0.309,0.691,0.0,03-23-2018 02:06:02,'Star Trek' actor Anton Yelchin's family settles lawsuit with Fiat Chrysler over his death https://t.co/2j4oBZviYF,12,@FoxNews
313,0.0,0.0,1.0,0.0,03-22-2018 23:44:35,".@AmbJohnBolton: “He may be a different kind of president than others, but I think that’s what the people voted for… https://t.co/tem1a1iWKz",13,@FoxNews
314,0.0,0.0,1.0,0.0,03-22-2018 21:06:43,Alabama is latest state to approve execution by nitrogen gas https://t.co/3PMCzKE2A7,14,@FoxNews
315,0.3182,0.0,0.867,0.133,03-22-2018 19:00:00,"Moments ago at a sit-down interview with @charliekirk11, President @realDonaldTrump joked about the advice he would… https://t.co/zpcXglAdSI",15,@FoxNews
316,0.0,0.0,1.0,0.0,03-22-2018 17:43:29,"Austin bomber had 'target list,' used 'very unique' batteries purchased from Asia, McCaul says https://t.co/UTToSokGZo",16,@FoxNews
317,-0.5719,0.217,0.783,0.0,03-22-2018 16:29:31,".@dagenmcdowell: ""We have a $21 trillion debt in this country and there is no whiff of fiscal responsibility coming… https://t.co/rGLW3Vrdra",17,@FoxNews
318,0.0,0.0,1.0,0.0,03-22-2018 14:57:00,"Austin bomber had 'target list,' used 'very unique' batteries purchased from Asia, McCaul says (via @travfed)   https://t.co/UTToSokGZo",18,@FoxNews
319,-0.6705,0.282,0.718,0.0,03-22-2018 12:29:27,".@SebGorka Blasts Biden's Fiery Trump Comments: 'Lunchbucket Joe' Got 'Every Issue Wrong for 30 Years'
https://t.co/evWj29ywl4",19,@FoxNews
320,0.3384,0.068,0.79,0.142,03-22-2018 10:40:35,.@CurranNassau on @POTUS’s remarks: “I think his remarks really highlight that there is a serious opioid epidemic…a… https://t.co/uwIKoTi4B8,20,@FoxNews
321,-0.8074,0.48,0.52,0.0,03-22-2018 08:50:01,Teacher who called military 'lowest of the low' is fired https://t.co/ks8dZCVh9F https://t.co/mMDDlesQ1K,21,@FoxNews
322,0.0,0.0,1.0,0.0,03-22-2018 07:15:00,"Leon Panetta: ""Presidents talk to kings and emperors and tyrants regardless of whether or not they were elected wit… https://t.co/PuQDFMISdH",22,@FoxNews
323,0.0,0.0,1.0,0.0,03-22-2018 05:35:00,".@RepAndyBiggsAZ: ""Originally, people were calling for @POTUS to be impeached before he even got sworn in.""… https://t.co/EvBZpU2xaP",23,@FoxNews
324,-0.4019,0.252,0.748,0.0,03-22-2018 04:01:00,Dashcam video of deadly self-driving @Uber crash released https://t.co/E0pxJCigJK,24,@FoxNews
325,0.4215,0.0,0.781,0.219,03-22-2018 01:55:02,What is an atmospheric river? Powerful storm to drench California https://t.co/LbTIuklDoI,25,@FoxNews
326,0.4019,0.0,0.816,0.184,03-21-2018 23:55:47,BREAKING: GOP's Saccone concedes to Democrat Lamb in Pennsylvania special House race https://t.co/y5CFpEwe2d,26,@FoxNews
327,0.3412,0.0,0.833,0.167,03-21-2018 22:02:06,Sessions lawyer says AG is not under federal perjury investigation  (via @JakeBGibson) https://t.co/7srKbc2P7s,27,@FoxNews
328,0.0,0.0,1.0,0.0,03-21-2018 19:32:00,Restaurant launches vodka-infused pizza https://t.co/xPCsJb9FAf,28,@FoxNews
329,0.0,0.0,1.0,0.0,03-21-2018 17:36:15,RT @FoxBusiness: Saudi crown prince to meet with Boeing officials https://t.co/zQUZkMAE51,29,@FoxNews
330,0.0,0.0,1.0,0.0,03-21-2018 15:11:38,President @realDonaldTrump tweets again on Mueller Russia investigation. https://t.co/UPxXuN1PhM,30,@FoxNews
331,0.0,0.0,1.0,0.0,03-21-2018 13:39:04,"Breaking News: Austin serial bomber identified as Mark Anthony Conditt, official tells the Associated Press https://t.co/vC2qDwT0hQ",31,@FoxNews
332,0.0,0.0,1.0,0.0,03-21-2018 10:45:59,"Former @FBI counterterrosim agent Terry Turchie: ""This task force of state and local and federal agencies led by th… https://t.co/yUklGjnZHt",32,@FoxNews
333,-0.6908,0.322,0.678,0.0,03-21-2018 09:01:59,BREAKING: Austin bombing suspect kills self with explosive as police close in: report https://t.co/vC2qDwT0hQ,33,@FoxNews
334,-0.7902,0.304,0.696,0.0,03-21-2018 07:40:00,".@POTUS: ""Republicans also repealed one of the nation's cruelest and most unfair taxes ever: the ObamaCare individu… https://t.co/n8Ax3kASya",34,@FoxNews
335,0.4215,0.0,0.851,0.149,03-21-2018 06:05:00,"At a roundtable on cyberbullying and internet safety Tuesday, @FLOTUS Melania #Trump acknowledged she has faced cri… https://t.co/crlvDXFBD2",35,@FoxNews
336,0.2023,0.129,0.699,0.172,03-21-2018 04:25:00,Maryland school resource officer has stared a gun in the face to save lives before https://t.co/Bz6X20Turn,36,@FoxNews
337,0.0,0.0,1.0,0.0,03-21-2018 02:39:02,.@Austin_Police officials provide a statement on an incendiary device discovered at @AustinGoodwill Tuesday night t… https://t.co/jUbNhXmCL6,37,@FoxNews
338,0.7579,0.0,0.723,0.277,03-20-2018 23:23:33,".@SpeakerRyan: ""Six million workers have received bonuses thanks to this [tax] law. These are real dollars that wor… https://t.co/m1yFCjADvW",38,@FoxNews
339,-0.2023,0.141,0.859,0.0,03-20-2018 20:44:34,Man charged after child pornography stash found in remote 'gingerbread treehouse' https://t.co/35pWbMICN6,39,@FoxNews
340,-0.5267,0.167,0.833,0.0,03-20-2018 18:04:57,.@PressSec: “Sanctuary jurisdictions release thousands of criminal aliens out of our prisons and jails and back int… https://t.co/7gRmhrSju7,40,@FoxNews
341,-0.34,0.156,0.844,0.0,03-20-2018 15:44:38,Man with gun reported at Panera Bread restaurant near Princeton University (via: @luciasuarezsang) https://t.co/4tG0INB8d5,41,@FoxNews
342,0.0,0.0,1.0,0.0,03-20-2018 14:18:16,RT @FoxBusiness: #BreakingNews: @FedEx responds to explosion at facility near San Antonio. https://t.co/cD1ujWSnFY,42,@FoxNews
343,0.0516,0.168,0.652,0.179,03-20-2018 11:11:58,OPINION: Cal Thomas: California's pro-abortion FACT Act is an attack on free speech https://t.co/GVHx2n5X6M,43,@FoxNews
344,-0.4019,0.172,0.828,0.0,03-20-2018 09:22:27,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2 https://t.co/YIfVZPKOge",44,@FoxNews
345,0.4019,0.0,0.791,0.209,03-20-2018 06:00:00,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/arcQNMMnxb",45,@FoxNews
346,-0.34,0.138,0.862,0.0,03-20-2018 02:14:26,".@IngrahamAngle on McCabe firing: ""When the government learns of wrongdoing, shouldn't it act immediately?...Who ca… https://t.co/bvGOzwhU8w",46,@FoxNews
347,-0.4939,0.225,0.775,0.0,03-19-2018 23:04:04,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,47,@FoxNews
348,-0.7579,0.371,0.629,0.0,03-19-2018 20:29:22,"Pennsylvania college student who went missing in Bermuda found dead, officials say https://t.co/LcRKyP0d7k",48,@FoxNews
349,0.0,0.0,1.0,0.0,03-19-2018 17:16:44,Steve Pomerantz on Austin bombings #OutnumberedOT https://t.co/bqG3aTGDOr https://t.co/SgqjLcZG12,49,@FoxNews
350,0.0,0.0,1.0,0.0,03-19-2018 14:39:15,"Saudi Crown Prince Mohammed bin Salman says women are 'absolutely' equal to men, continues modernization push… https://t.co/vIpDkAANrQ",50,@FoxNews
351,-0.6369,0.344,0.656,0.0,03-19-2018 11:30:10,.@POTUS initiative to end opioid abuse @foxandfriends https://t.co/4yuGmZLxcq https://t.co/nIYZFRgfiI,51,@FoxNews
352,-0.4939,0.186,0.814,0.0,03-19-2018 08:39:30,Florida bridge collapse victim's uncle blasts decision to let cars pass below unfinished span https://t.co/uZzKprmF1e,52,@FoxNews
353,-0.34,0.179,0.821,0.0,03-19-2018 06:53:00,Same-sex couple accuses Texas newspaper of discrimination after obit was altered https://t.co/f9qAt1ohah,53,@FoxNews
354,0.0,0.0,1.0,0.0,03-19-2018 05:23:00,".@jasoninthehouse on 2018 midterms: ""When [Republicans] hear @HillaryClinton and @NancyPelosi, it reminds them why… https://t.co/ptEz8GXhIO",54,@FoxNews
355,0.6059,0.0,0.729,0.271,03-19-2018 03:49:00,".@DiamondandSilk: ""We believe in God. We are Christians. We shouldn't be mocked. We shouldn't be accused of anythin… https://t.co/i9uvXKvP8g",55,@FoxNews
356,0.2732,0.0,0.909,0.091,03-19-2018 02:11:39,"Larry P. Arnn on the creation of the Declaration of Independence: ""For the first time in human history, in this par… https://t.co/zKPlRt2XYJ",56,@FoxNews
357,0.0516,0.171,0.647,0.182,03-19-2018 00:02:39,Defending champ North Carolina knocked out in second round of March Madness https://t.co/tBNM5dwLOY,57,@FoxNews
358,0.0,0.152,0.696,0.152,03-18-2018 21:31:05,".@JudgeJeanine Applauds McCabe's Firing: He 'Should Have Been Taken Out in Cuffs'
https://t.co/BDiYyEWhau",58,@FoxNews
359,0.0,0.0,1.0,0.0,03-18-2018 19:24:49,".@jasoninthehouse on 2018 midterms: ""When [Republicans] hear @HillaryClinton and @NancyPelosi, it reminds them why… https://t.co/xG15sLooXu",59,@FoxNews
360,0.0,0.0,1.0,0.0,03-18-2018 18:42:50,"RT @FoxBusiness: .@RajShah45 on latest U.S. tariffs on China: ""It ensures that American technology and American ingenuity is kept here for…",60,@FoxNews
361,0.0,0.0,1.0,0.0,03-18-2018 17:09:14,"Kushner Cos. filed false documents with NYC, report https://t.co/EVuZf4Znf2",61,@FoxNews
362,0.4767,0.0,0.796,0.204,03-18-2018 15:20:53,"In an interview with @CNN, Sen. @JeffFlake said he hopes President @realDonaldTrump gets a primary challenge in 202… https://t.co/IpMSzst1w2",62,@FoxNews
363,0.0,0.0,1.0,0.0,03-18-2018 14:16:43,Explorers find 119-year-old shipwreck at the bottom of Lake Erie https://t.co/ar3e6FecZu,63,@FoxNews
364,-0.4019,0.167,0.727,0.105,03-18-2018 13:19:26,RT @FoxNewsSunday: .@TGowdySC on how President Trump has handled Russia and Vladimir Putin: I think he’s done a hell of a lot better job th…,64,@FoxNews
365,-0.6705,0.478,0.522,0.0,03-18-2018 10:14:28,All victims recovered from Florida bridge collapse https://t.co/4s8yOn7OVR,65,@FoxNews
366,0.0,0.0,1.0,0.0,03-18-2018 07:37:00,"Felix Sater on working with @realDonaldTrump: ""There was never any involvement of any foreign,  Russian money...Vla… https://t.co/Rn6AW58wNU",66,@FoxNews
367,-0.6486,0.264,0.736,0.0,03-18-2018 06:24:00,"Adrian Lamo, hacker who turned in Chelsea Manning to @FBI, found dead https://t.co/c3Aoyv7uj5",67,@FoxNews
368,0.0,0.0,1.0,0.0,03-18-2018 04:53:00,".@CharlesHurt: “Rex Tillerson didn’t get elected to anything, Donald #Trump did.” https://t.co/4k4k9ajEjs",68,@FoxNews
369,-0.4215,0.141,0.859,0.0,03-18-2018 03:14:00,"John Bussey on Mueller investigation: ""He's moving very deliberately. He's got guilty pleas already, he's gotten in… https://t.co/C6P4HhKdaV",69,@FoxNews
370,0.8402,0.0,0.545,0.455,03-18-2018 00:59:37,"On @WattersWorld, a woman with an emotional support duck explains how her feathered friend provides comfort. https://t.co/nc6xtOdWGU",70,@FoxNews
371,0.1027,0.0,0.887,0.113,03-17-2018 22:48:13,Southern California town wants to exempt itself from sanctuary city law https://t.co/gFgERrCmGb,71,@FoxNews
372,-0.7096,0.258,0.742,0.0,03-17-2018 21:03:02,".@JMfreespeech on expelled UK diplomats in Russia: ""This is the largest expulsion of diplomats since World War II.… https://t.co/3iqDZuf0c4",72,@FoxNews
373,-0.34,0.146,0.854,0.0,03-17-2018 19:29:30,"Earlier today, former @FBI Director James @Comey tweeted an ominous message to President @realDonaldTrump. https://t.co/qPlGNOYd6d",73,@FoxNews
374,0.0,0.0,1.0,0.0,03-17-2018 17:56:42,"Widow of NYPD Cop: Release of Husband's 'Assassin' Is 'Betrayal' to Officers
https://t.co/oc6RZch3iC",74,@FoxNews
375,0.0,0.0,1.0,0.0,03-17-2018 16:42:00,".@PhilippeReines: ""I think what [@HillaryClinton] has learned - which frankly she should have known from decades in… https://t.co/Wc1yEb5J3C",75,@FoxNews
376,-0.5859,0.275,0.725,0.0,03-17-2018 14:52:04,".@dagenmcdowell: ""[@HillaryClinton] has an open contempt for Republican women."" #Cavuto https://t.co/a2nhhDPrjB",76,@FoxNews
377,0.0,0.0,1.0,0.0,03-17-2018 11:50:48,Candace Owens: “We can’t have states within this union that are not complying with federal law.” https://t.co/0YcFacAe3s,77,@FoxNews
378,0.0,0.0,1.0,0.0,03-17-2018 08:22:00,Bernard Kerik: “I would urge the American people to think extremely highly of the FBI. The FBI agents across this c… https://t.co/zHpWNdlzex,78,@FoxNews
379,0.0,0.0,1.0,0.0,03-17-2018 05:08:00,OPINION - @newtgingrich: #Trump (and his success) continues to baffle our country's elites. What's going on? https://t.co/vjegRYFNcv,79,@FoxNews
380,-0.5574,0.175,0.825,0.0,03-17-2018 02:07:55,"BREAKING: Former FBI Deputy Director Andrew McCabe was fired on Friday night, Attorney General Jeff Sessions announ… https://t.co/gd7ak2YrqO",80,@FoxNews
381,-0.8126,0.316,0.684,0.0,03-16-2018 23:15:01,"Maria Belyi, attorney for Jose Garcia-Zarate: “The anger of the administration, the anger of @TheJusticeDept over h… https://t.co/516CyVMxJp",81,@FoxNews
382,-0.8442,0.351,0.649,0.0,03-16-2018 19:51:00,"On @foxandfriends, @real_jamielshaw, a father whose son was killed by an illegal immigrant, called for Oakland Mayo… https://t.co/1DcKeo4ujt",82,@FoxNews
383,-0.5106,0.171,0.829,0.0,03-16-2018 17:36:22,"Sheriff defends self after public outrage over $740G beach house, pocketing money from inmate food fund https://t.co/pgAdeU1ZS2",83,@FoxNews
384,-0.3818,0.178,0.822,0.0,03-16-2018 15:46:51,OPINION: Rep. @MarshaBlackburn: A concrete step in the fight against the opioid epidemic https://t.co/qjcGnEBkkY,84,@FoxNews
385,-0.0516,0.208,0.595,0.196,03-16-2018 13:30:09,"Arm homeless with shotguns to reduce crime, US Senate hopeful says https://t.co/tlpg4hiYxK",85,@FoxNews
386,-0.2263,0.102,0.837,0.06,03-16-2018 11:45:50,".@AlanDersh: ""Race is no excuse. We don't have affirmative action when it comes to bigotry. Whether you're black or… https://t.co/jZw3Ttye0x",86,@FoxNews
387,-0.0516,0.14,0.735,0.125,03-16-2018 09:30:00,Spirit passengers bring man back to life after his heart stopped https://t.co/btaqlmulMl,87,@FoxNews
388,-0.4588,0.182,0.818,0.0,03-16-2018 05:30:00,".@JonathanTurley: “The real strange thing about all this is that [Andrew] McCabe, so far, has been worried more abo… https://t.co/MTWkcpopWd",88,@FoxNews
389,-0.3412,0.107,0.893,0.0,03-16-2018 02:37:31,"John G. Iannarelli on Andrew McCabe: ""Your pension is not a guaranteed gift. When you're an FBI agent, it's about l… https://t.co/0ZhT8Qy5cq",89,@FoxNews
390,-0.3182,0.171,0.743,0.086,03-16-2018 00:19:37,"RT @FoxBusiness: Dave Downey, Miami-Dade Fire Chief: ""We're gonna continue to search this pile until we are sure there is no other survivor…",90,@FoxNews
391,0.296,0.094,0.759,0.147,03-15-2018 22:24:34,One of several search dogs assists responders in search and rescue among the rubble of a collapsed pedestrian bridg… https://t.co/TOq6fPaqTK,91,@FoxNews
392,-0.4939,0.242,0.758,0.0,03-15-2018 20:15:14,Florida @SenBillNelson on the deadly bridge collapse at @FIU https://t.co/MiQYWDiEl3 https://t.co/4XPC3M4b7Y,92,@FoxNews
393,-0.296,0.136,0.864,0.0,03-15-2018 18:51:05,"950-ton pedestrian bridge collapses at Florida International University, reports of multiple deaths and injuries.… https://t.co/WlmfQUG1eC",93,@FoxNews
394,0.3612,0.0,0.667,0.333,03-15-2018 17:34:09,Do you agree with @KamalaHarris? https://t.co/64ApWGUbCF,94,@FoxNews
395,0.0,0.0,1.0,0.0,03-15-2018 16:04:48,".@SpeakerRyan hosts @POTUS, Irish Prime Minister @campaignforleo, @VP Mike Pence, and others for the annual Friends… https://t.co/DcGQ57VZnp",95,@FoxNews
396,0.0,0.0,1.0,0.0,03-15-2018 14:22:49,.@SHAQ: Put More Police Officers in Schools Instead of Banning Guns https://t.co/RgQwBARrRp https://t.co/2WaVvNBUPv,96,@FoxNews
397,0.0,0.0,1.0,0.0,03-15-2018 12:46:38,#CookingWithFriends - @JaniceDean edition! @foxandfriends https://t.co/SH7En1NxrA,97,@FoxNews
398,0.0,0.0,1.0,0.0,03-15-2018 11:37:19,".@DiamondandSilk: ""There is nothing sexist about calling @NancyPelosi out."" https://t.co/o5UYwQ4ifm",98,@FoxNews
399,0.0,0.0,1.0,0.0,03-15-2018 10:07:00,HuffPost editor boasts about fewer 'white authors' https://t.co/h5cvpGEEZb,99,@FoxNews
400,-0.4215,0.141,0.859,0.0,03-24-2018 05:32:05,"RT @KirkSemple: Landon Donovan, chief American provocateur in the bitter U.S.-Mexican soccer rivalry, emerges from a second retirement and,…",0,@nytimes
401,0.8555,0.0,0.704,0.296,03-24-2018 01:32:04,"Modern Love: ""I knew that when you find love, you jump in, almost involuntarily. You don’t sit on the edge negotiat… https://t.co/euo96xgH1a",1,@nytimes
402,-0.6705,0.184,0.816,0.0,03-23-2018 20:47:00,"Reema Samaha was 18 when she was killed in the 2007 shooting at Virginia Tech University. Her father, Joseph, says… https://t.co/BDD9YIUKYJ",2,@nytimes
403,-0.8934,0.386,0.614,0.0,03-23-2018 16:55:08,Anger over the murders of a reporter and his fiancée forced Slovakia's prime minister and other officials to step d… https://t.co/c0sovP7t5F,3,@nytimes
404,-0.34,0.107,0.893,0.0,03-23-2018 13:08:42,"Breaking News: An armed man opened fire and took hostages in a supermarket in France, claiming to be acting on beha… https://t.co/29pCnZYCbv",4,@nytimes
405,-0.2732,0.204,0.681,0.115,03-23-2018 09:45:03,"John Dowd, who resigned as President Trump's lead lawyer for the special counsel investigation, broke with Trump ov… https://t.co/929RrsDtjh",5,@nytimes
406,0.0,0.0,1.0,0.0,03-23-2018 04:43:36,"Congress passed a $1.3 trillion spending bill, keeping the government open through September
https://t.co/ENCrfG8wHb",6,@nytimes
407,0.7717,0.0,0.66,0.34,03-23-2018 01:12:39,They're going wild at the Sisters of Charity of the Blessed Virgin Mary headquarters https://t.co/ICAgSmy9Xo,7,@nytimes
408,0.0,0.0,1.0,0.0,03-22-2018 21:16:02,A 98-year-old nun has become the biggest star of the NCAA men’s basketball tournament https://t.co/KctI49ACcT,8,@nytimes
409,0.5719,0.0,0.793,0.207,03-22-2018 16:31:06,Anthony Stephan House was helping his 8-year-old daughter get ready for school when he picked up a package left on… https://t.co/9z8lLPrK1I,9,@nytimes
410,-0.4019,0.171,0.829,0.0,03-22-2018 12:40:09,"President Trump tweeted that Joe Biden ""would go down fast and hard"" if the two men ever physically fought https://t.co/6ldkGqS1OL",10,@nytimes
411,0.0243,0.142,0.71,0.148,03-22-2018 08:30:13,"Untangling yourself from a site like Facebook is not as easy as pressing ""delete"" https://t.co/FXSzaCOdWP",11,@nytimes
412,0.6808,0.0,0.694,0.306,03-22-2018 03:02:04,A Memphis megachurch pastor whose congregation applauded him after he admitted that he had engaged in a “sexual inc… https://t.co/hPKMAFilFy,12,@nytimes
413,0.3182,0.14,0.643,0.216,03-21-2018 22:17:01,RT @ScottCacciola: The secret behind J.J. Redick’s success? His obsession with routines: https://t.co/6AopFOcQr0,13,@nytimes
414,0.0,0.0,1.0,0.0,03-21-2018 19:06:10,The police spent hours inside the home of the suspect's parents. A detective with the Austin police said the family… https://t.co/HUGzcB3ayz,14,@nytimes
415,0.0,0.0,1.0,0.0,03-21-2018 16:30:10,"Beyond medical costs, a trip to the hospital can mean a permanent reduction in income for many Americans https://t.co/YZg2kKS7tA",15,@nytimes
416,-0.34,0.138,0.862,0.0,03-21-2018 12:21:07,"Ben Carson offered a rambling, at times contradictory, explanation of the purchase of a $31,000 dining set https://t.co/UnsINY1Qvn",16,@nytimes
417,0.0,0.0,1.0,0.0,03-21-2018 08:33:06,"Experts say that a high percentage of Venezuelans may be carriers of latent tuberculosis, and that increasing malnu… https://t.co/DwOBSw9guy",17,@nytimes
418,0.5106,0.0,0.829,0.171,03-21-2018 03:41:04,"RT @tminsberg: Evan Strong has earned every title in adaptive snowboarding. So what now? 

""The Olympics."" 

https://t.co/1wfIWb5lRy",18,@nytimes
419,0.0,0.0,1.0,0.0,03-20-2018 23:32:05,"How researchers learned to use Facebook ""likes"" to sway your thinking https://t.co/2F4xre9ubW",19,@nytimes
420,0.5719,0.0,0.773,0.227,03-20-2018 19:28:06,"President Trump welcomed Saudi Arabia’s crown prince to the White House, reaffirming his endorsement of an ambitiou… https://t.co/i9PoQGBqNr",20,@nytimes
421,0.0,0.0,1.0,0.0,03-20-2018 16:52:05,Mississippi's governor is expected to pick the state's agricultural commissioner — who would be the first woman to… https://t.co/w8trN1KI4m,21,@nytimes
422,0.0,0.0,1.0,0.0,03-20-2018 14:22:02,Facebook’s open platform for apps helped it grow. But it has become a privacy nightmare. https://t.co/00Y2uFFUH3,22,@nytimes
423,-0.5859,0.183,0.817,0.0,03-20-2018 10:00:07,"Britain's foreign secretary said that Russia's denials of responsibility in the poisoning of a former spy were ""inc… https://t.co/yavwUc9rpH",23,@nytimes
424,0.0,0.0,1.0,0.0,03-20-2018 04:32:06,Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightmare. https://t.co/HUEJOTDUCF,24,@nytimes
425,-0.539,0.302,0.498,0.2,03-19-2018 23:17:05,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",25,@nytimes
426,0.0,0.0,1.0,0.0,03-19-2018 20:10:11,Facebook is defending its protection of user information after Cambridge Analytica harvested private information fr… https://t.co/ynmgpzkUa8,26,@nytimes
427,-0.5574,0.153,0.847,0.0,03-19-2018 17:50:06,"Andrew McCabe, the former FBI deputy director, was fired late Friday night — on the eve of his retirement. Here’s w… https://t.co/WgdgoA0WtP",27,@nytimes
428,0.0,0.0,1.0,0.0,03-19-2018 14:51:34,"After Hurricane Harvey, thousands of homes in a Houston suburb were deliberately flooded by the federal government.… https://t.co/x3cwgQEQkr",28,@nytimes
429,0.4019,0.098,0.735,0.167,03-19-2018 11:10:08,"Trump called the firing of McCabe, the deputy FBI director, a ""great day for democracy."" McCabe says it's further e… https://t.co/ja3hDRB5UH",29,@nytimes
430,0.0,0.0,1.0,0.0,03-19-2018 06:11:52,"On Queer Eye, @Antoni Porowski imparts lessons in home cooking that often involve 🥑. Some might say too often. But… https://t.co/V4qyXKsDIZ",30,@nytimes
431,0.0,0.0,1.0,0.0,03-19-2018 01:07:03,"A dozen people close to President Trump or the White House, including current and former aides and longtime friends… https://t.co/FyTCcICvb8",31,@nytimes
432,0.6908,0.0,0.737,0.263,03-18-2018 21:30:01,The return of a blockbuster action franchise couldn’t bump “Black Panther” from the top of the box office https://t.co/yiOh273l75,32,@nytimes
433,0.0,0.0,1.0,0.0,03-18-2018 17:15:08,"In Opinion,
Op-Ed contributor Jeff Roe writes, ""Instead of wringing our hands about his tweets, let’s start playing… https://t.co/LoRBSmmYIS",33,@nytimes
434,0.0,0.0,1.0,0.0,03-18-2018 12:36:27,Britain Says It Has Proof Russia Stockpiled Lethal Nerve Agent https://t.co/HdQIQksN7g,34,@nytimes
435,0.1779,0.206,0.515,0.278,03-18-2018 07:08:34,Should teenagers protest? Research says yes. https://t.co/CUQku1vvNI,35,@nytimes
436,-0.7184,0.25,0.75,0.0,03-18-2018 01:28:14,"""They're named black holes because they are related to human fears of being destroyed or gobbled up,"" Stephen Hawki… https://t.co/TWRAPrLmii",36,@nytimes
437,0.2023,0.0,0.917,0.083,03-17-2018 21:30:11,Tifanny Abreu is the first transgender volleyball player to make it to Brazil’s top ranks. If she qualifies for the… https://t.co/IyNcF7dJ70,37,@nytimes
438,0.4019,0.0,0.838,0.162,03-17-2018 18:05:06,Florida International University has a center devoted to accelerated bridge construction. That engineering method w… https://t.co/5Kv2wFhoZk,38,@nytimes
439,-0.743,0.249,0.751,0.0,03-17-2018 14:45:09,"Andrew McCabe was fired Friday. President Trump had heaped scorn on the ex-FBI deputy, who was set to retire Sunday… https://t.co/QMUBT9MvkE",39,@nytimes
440,0.0,0.0,1.0,0.0,03-17-2018 09:36:15,"RT @nytimesarts: A new program at Juilliard furnishes opera students with designer gowns for their auditions and performances, donated by M…",40,@nytimes
